Active	Cat	Pack	Ver	Title	Artist	Album	Runtime
Checked	R2			KIEDYS CIE ZNAJDE (RADIO)	RENI JUSIS		03:24
Checked	G2			KILLING ME SOFTLY	Fugees		04:58
Checked	G1			KISS FROM A ROSE	Seal		04:42
Checked	G2			KISS ME	Sixpence None the Richer		03:14
Checked	SP1			KNOWING ME, KNOWING YOU	ABBA		03:53
Checked	SP2			KOBIETY SA GORACE	NORBI		03:21
Checked	CF2			Kochaj	Krzysztof Zalewski	Kochaj	03:19
Checked	G2			KOCHAM CIE JAK IRLANDIE	KOBRANOCKA		04:46
Checked	G1			KOCHAM CIE KOCHANIE MOJE	MAANAM		04:46
Checked	G1			KOCHAM WOLNOSC	CHLOPCY Z PLACU BRONI		03:56
Checked	G1			KOLYSANKA DLA NIEZNAJOMEJ	PERFECT		03:26
Checked	G2			KONIK NA BIEGUNACH	URSZULA		02:57
Checked	R2			KRĘCIMY SIĘ JAK W KARUZELI	SYLWIA GRZESZCZAK	Sen o przyszłości	03:14
Checked	G2			KROLOWIE ZYCIA	KOMBI		04:36
Checked	G2			KROPLA DESZCZU	GABRIEL FLESZAR		03:36
Checked	G2			KRYZYSOWA NARZECZONA	LADY PANK		03:55
Checked	CF2			Kwiaty	Zakopower & Ania Dąbrowska	Kwiaty	03:26
Checked	SP2			KWIATY WE WLOSACH	CZERWONE GITARY		02:08
Checked	SP1			LA BAMBA	LOS LOBOS		02:42
Checked	G1			LA ISLA BONITA	Madonna		03:40
Checked	R2			LADY MARMALADE	CHRISTINA AGUILERA		04:23
Checked	CF1			Latawce	SYLWIA GRZESZCZAK	Latawce	03:05
Checked	R2			Late Night Talking	Harry Styles	Billboard Top 100 of 2022	02:54
Checked	G2			LATO	FORMACJA NIEZYWYCH SCHABUFF		03:58
Checked	G2			LAYLA (UNPLUGGED)	ERIC CLAPTON		04:21
Checked	R2			Lean On (feat. MØ)	Major Lazer & DJ Snake		02:54
Checked	R1			LEFT OUTSIDE ALONE	ANASTASIA		04:04
Checked	G1			LEMON TREE	FOOL'S GARDEN		03:08
Checked	F1			Lepiej niż teraz	Sandra Reizer	Lepiej niż teraz	02:51
Checked	SP1			LET IT BE	THE BEATLES		03:46
Checked	G2			LET ME ENTERTAIN YOU	Robbie Williams		05:11
Checked	SP1			LET THE MUSIC PLAY	BARRY WHITE		03:23
Checked	G2			LET'S DANCE	David Bowie		03:58
Checked	R1			Levitating	Dua Lipa	Billboard Top 100 of 2022	03:21
Checked	G2			Life	Des'ree		03:26
Checked	R2			LIFE FOR RENT	DIDO		03:38
Checked	G2			LIFE IS A FLOWER	ACE OF BASE		03:37
Checked	R1			LIFE IS A ROLLERCOASTER	RONAN KEATING		03:44
Checked	G2			LIFTED	Lighthouse Family		04:07
Checked	R2			LIKE I LOVE YOU	Justin Timberlake		04:38
Checked	G1			Linger	The Cranberries		04:28
Checked	G1			LISTEN TO YOUR HEART	ROXETTE		05:06
Checked	R2			LITTLE TALKS	OF MONSTERS AND MEN		04:14
Checked	G1			LIVIN' ON A PRAYER	BON JOVI		03:55
Checked	R1			LOCKED OUT OF HEAVEN	Bruno Mars		03:50
Checked	R2			LONELY NO MORE	ROB THOMAS		03:41
Checked	CF1			Lose Control	Teddy Swims	Lose Control	03:26
Checked	G1			LOSING MY RELIGION	R.E.M.		04:22
Checked	R1			LOVE DON'T COST A THING	Jennifer Lopez		03:40
Checked	G1			LOVE IS ALL AROUND	WET WET WET		03:55
Checked	R1			LOVE ME AGAIN (RADIO EDIT)	John Newman		03:31
Checked	R2			LOVE SONG	Sara Bareilles		04:15
Checked	G1			Lovefool	THE CARDIGANS		03:12
Checked	R2			Lovely	Billie Eilish & Khalid	Billboard Top 100 of 2022	03:14
Checked	SP1			Lovely Day	Bill Withers		03:58
Checked	R2			LOVE'S DIVINE	Seal		04:24
Checked	R2			LOVESTONED (RADIO EDIT)	Justin Timberlake		05:19
Checked	G2			ŁATWOPALNI	MARYLA RODOWICZ		03:25
Checked	G2			MAGICZNE SLOWA	ZIYO		03:41
Checked	F1			Mainstream	Daria ze Śląska	Na południu bez zmian	03:04
Checked	R2			MALCZIKI	KAZIK & YUGOTON		03:25
Checked	G2			MALE SZCZESCIA	JANSON		04:20
Checked	R1			Małe rzeczy	SYLWIA GRZESZCZAK		03:10
Checked	SP2			MAŁGOŚKA	MARYLA RODOWICZ		04:13
Checked	R1			Małomiasteczkowy	Dawid Podsiadło	Małomiasteczkowy	03:23
Checked	R2			MAMA TOLD ME NOT TO COME	TOM JONES		02:49
Checked	SP2			MAMMA MIA	ABBA		03:27
Checked	SP2			Mamo tyś płakała	sanah	UCZTA	02:55
Checked	G2			MAMONA	REPUBLIKA		03:35
Checked	G2			Man in the Mirror	Michael Jackson		05:00
Checked	G2			Maneater	HALL & OATES		04:24
Checked	CF1			Marcepan	sanah		03:04
Checked	G2			MARCHEWKOWE POLE	LADY PANK	O dwóch takich, co ukradli księżyc	03:46
Checked	G1			MARIA, MARIA	CARLOS SANTANA		04:05
Checked	R1			MARRY YOU	Bruno Mars		03:46
Checked	G2			Material Girl	Madonna		03:49
Checked	R2			Maybe	BrainStorm		03:51
Checked	R1			MEMORIES	Maroon 5		03:03
Checked	R1			Mercy	Duffy		03:35
Checked	R1			Mercy	SHAWN MENDES	Billboard Top 100 Hits 2017	03:22
Checked	SP2			MESSAGE IN A BOTTLE	The Police		04:27
Checked	G2			MI CHICO LATINO	GERI HALLIWELL		03:06
Checked	R2			MIAŁEŚ BYĆ	MONIKA BRODKA		03:25
Checked	R2			Między Słowami	KASIA CEREKWICKA		03:07
Checked	R2			Miliony monet	Mrozu	Miliony monet	03:28
Checked	G2			MILLENNIUM	Robbie Williams		03:34
Checked	G2			MILOSC JAK OGIEN	EDYTA BARTOSIEWICZ	WODOSPADY	03:30
Checked	CF2			Miłość jest ślepa	sanah	Kaprysy	03:14
Checked	R2			MIMO WSZYSTKO	HEY		04:03
Checked	G2			Missing	EVERYTHING BUT THE GIRL		03:53
Checked	G1			MNIEJ NIZ ZERO	LADY PANK		03:58
Checked	G2			MOCNIEJ?	PIASEK		03:22
Checked	R2			MOI...LOLITA	ALIZEE		04:20
Checked	G2			MOJA I TWOJA NADZIEJA	HEY		02:57
Checked	SP1			MONEY MONEY MONEY	ABBA		03:03
Checked	G2			MOONLIGHT SHADOW	MIKE OLDFIELD		03:24
Checked	SP1			MORE THAN A FEELING	BOSTON		04:32
Checked	R2			mori	Dawid Podsiadło		03:08
Checked	CF1			Motyle	SYLWIA GRZESZCZAK	Motyle	02:53
Checked	R1			Moves Like Jagger (feat. Christina Aguilera)	Maroon 5		03:20
Checked	F1			Można	Nosowska & Błażej Król	Można	03:56
Checked	R2			Mr. Brightside	The Killers	Billboard Top 100 of 2022	03:40
Checked	G2			Mr. Jones	Counting Crows		04:26
Checked	SP1			MRS. ROBINSON	SIMON & GARFUNKEL		03:46
Checked	G1			Murder On The Dancefloor	Sophie Ellis-Bextor	Read My Lips	03:44
Checked	R2			MUSIC	Madonna		03:41
Checked	G2			MY	MYSLOVITZ		03:15
Checked	G2			MY FATHER'S EYES	ERIC CLAPTON		04:22
Checked	G2			MY FAVOURITE GAME	THE CARDIGANS		03:36
Checked	SP2			MY GENERATION	THE WHO		03:21
Checked	NB			MY HEART WILL GO ON	CELINE DION		04:28
Checked	G2			My Love Is Your Love	Whitney Houston		04:05
Checked	R2			My Universe	Coldplay & BTS		04:14
Checked	G2			MYSTERIOUS WAYS	U2		03:56
Checked	F1			Na głęboką wodę	Wiktor Waligóra	Czekam na świt	03:32
Checked	G1			NA JEDNEJ Z DZIKICH PLAŻ	ROTARY		03:31
Checked	G2			NA JEZYKACH	KAYAH		04:18
Checked	CF2			Na niebie	Oskar Cyms	Na niebie	02:14
Checked	G2			NADZIEJA	IRA		03:29
Checked	R2			Najlepszy dzień w moim życiu	sanah		04:32
Checked	R2			NAPAD	Mrozu		03:41
Checked	R2			NARCYZ	LZY	W ZWIAZKU Z SAMOTNOSCIA	04:38
Checked	G2			NASZE RANDEZ VOUS	KOMBI	best of kombi	04:13
Checked	R2			NAUCZ MNIE	SARSA		03:12
Checked	R1			NEVER BE THE SAME AGAIN	MELANIE C		04:11
Checked	G1			NEVER GONNA GIVE YOU UP	RICK ASTLEY		03:24
Checked	R1			Nic Do Stracenia	Mrozu & Sound 'n' Grace	Rollercoaster	03:28
Checked	R2			Nic dwa razy (W. Szymborska)	sanah		03:03
Checked	SP2			NIE DOKAZUJ	MAREK GRECHUTA		03:56
Checked	G2			NIE JESTEM SOBA	ELEKTRYCZNE GITARY		01:40
Checked	R2			Nie klam ze kochasz mnie	Ewelina Flinta i Łukasz Zagrobelny	Nie kłam kochanie OST	03:05
Checked	R2			Nie lubię Cię	Dawid Podsiadło	Lata Dwudzieste	03:22
Checked	F1			Nie ma Cię tu	marta bijan	Nie ma Cię tu	02:24
Checked	R1			Nie Ma Fal	Dawid Podsiadło	Małomiasteczkowy	03:56
Checked	R2			Nie mów	Rosalie.	Nie Mów - Single	03:49
Checked	CF2			Nie mówię tak, nie mówię nie	Wiktor Dyduła & Kasia Sienkiewicz		02:34
Checked	CF2			Nie musisz się bać	Oskar Cyms	Nie musisz się bać	02:21
Checked	R2			Nie przegap	Ewa Farna		03:22
Checked	G2			NIE PYTAJ O POLSKE	REPUBLIKA		04:44
Checked	G2			Nie załuje	EDYTA GEPPERT		04:24
Checked	CF2			Niech mówią	Oskar Cyms		02:37
Checked	SP2			Niech żyje bal	MARYLA RODOWICZ		04:07
Checked	G1			NIEPOKONANI	PERFECT	Geny	03:46
Checked	G2			NIEWIELE CI MOGE DAC	PERFECT		03:37
Checked	R2			NIGDY WIĘCEJ NIE TAŃCZ ZE MNĄ	ANIA DĄBROWSKA		02:55
Checked	R2			Nim Zajdzie Słońce	Smolasty & Doda & Filip Leon & WIKTOR	Nim Zajdzie Słońce	02:23
Checked	R2			NINE MILLION BICYCLES	KATIE MELUA		03:12
Checked	CF2			No co Ty	Oskar Cyms		02:34
Checked	R1			No One	Alicia Keys		04:09
Checked	G2			NO ORDINARY LOVE	Sade		03:53
Checked	G2			NO REGRETS	Robbie Williams		03:56
Checked	G2			NO SCRUBS	TLC		03:32
Checked	SP1			NO WOMAN NO CRY	BOB MARLEY		03:33
Checked	R1			Nothing Breaks Like a Heart	Mark Ronson & Miley Cyrus		03:34
Checked	G1			Nothing Compares 2 U	SINEAD O'CONNOR		04:53
Checked	NB			NOTHING ELSE MATTERS	METALLICA		06:09
Checked	G2			NOTHING`S GONNA STOP US NOW	STARSHIP		04:23
Checked	SP2			Now And Then	THE BEATLES	Now And Then	04:03
Checked	CF2			O Tobie myśl	Krzysztof Zalewski		03:35
Checked	G2			Ocean Drive	Lighthouse Family		03:50
Checked	CF2			och i ach	SYLWIA GRZESZCZAK	och i ach	02:57
Checked	F1			Od kiedy jesteś	Dominik Dudek	Od kiedy jesteś	02:57
Checked	G2			ODCHODZAC	REPUBLIKA		03:52
Checked	G2			Ode to My Family	The Cranberries		04:28
Checked	R2			Oh My God	Adele	Billboard Top 100 of 2022	03:41
Checked	SP2			Oj, dziewczyno!	Wiktoria Kida & Księga Żywiołów		02:35
Checked	G2			ON THE BEACH	Chris Rea		06:04
Checked	R1			On Top of the World	Imagine Dragons		03:09
Checked	G1			ONE	U2		04:29
Checked	G2			ONE MOMENT IN TIME	Whitney Houston		04:41
Checked	G2			One of Us	Joan Osborne		04:13
Checked	SP1			ONE WAY OR ANOTHER	BLONDIE		03:23
Checked	G2			OPROCZ	GOLDEN LIFE		04:06
Checked	CF1			Ordinary	Alex Warren		03:02
Checked	G1			ORIDINARY WORLD	DURAN DURAN	Ordinary world	04:36
Checked	G2			ORINOCCO FLOW	ENYA		04:22
Checked	G2			ORLA CIEN	VARIUS MANX		02:59
Checked	G2			OSTATNI	EDYTA BARTOSIEWICZ		05:00
Checked	CF1			ostatnia nadzieja	sanah & Dawid Podsiadło	UCZTA	03:42
Checked	G2			Otherside	RED HOT CHILLI PEPPERS		04:10
Checked	G1			OUT OF TOUCH	HALL & OATES		03:50
Checked	G2			OVER MY SHOULDER	MIKE & THE MECHANICS		03:32
Checked	G1			OWNER OF THE LONEY HEART	Yes		04:20
Checked	SP1			OYE COMO VA	CARLOS SANTANA		04:14
Checked	R2			PAPARAZZI	LADY GAGA		03:23
Checked	SP2			PAPAYA	URSZULA DUDZIAK		03:54
Checked	R1			PARADISE (RADIO EDIT)	Coldplay		04:13
Checked	R2			Perfect	Ed Sheeran	Billboard Top 100 of 2022	04:19
Checked	G2			PIATY BIEG	BUDKA SUFLERA		04:54
Checked	CF1			Pięknie płyniesz	Dawid Podsiadło	Pięknie płyniesz	03:11
Checked	G1			PIOSENKA KSIEZYCOWA	VARIUS MANX		02:45
Checked	G1			PIU BELLA COSA	EROS RAMAZZOTTI		04:21
Checked	NB			PLEASE FORGIVE ME	BRYAN ADAMS		05:00
Checked	G1			PO TO JESTES NA SWIECIE	MAANAM		03:21
Checked	G1			POCALUJ NOC	VARIUS MANX		03:15
Checked	R1			Początek (feat. Kortez, Dawid Podsiadło & Krzysztof Zalewski)	Męskie Granie Orkiestra 2018		03:52
Checked	SP2			POD PAPUGAMI	CZESLAW NIEMEN		03:09
Checked	G2			POGODA DUCHA	HANNA BANASZAK		03:22
Checked	G2			POKOLENIE	KOMBII		04:11
Checked	CF2			Połowa Mnie	Smolasty & Sylwia Grzeszczak	Połowa Mnie	02:36
Checked	R1			POMPEII	BASTILLE		03:31
Checked	G2			PORCELAIN	MOBY		03:58
Checked	G2			POWER OF LOVE	CELINE DION		04:39
Checked	R2			Power over Me	Dermot Kennedy		03:13
Checked	R2			Poza logika	Mrozu		03:27
Checked	G2			PRAWIE DO NIEBA	ROBERT CHOJNACKI & PIASEK		03:37
Checked	SP2			PRAWY DO LEWEGO	KAYAH		03:18
Checked	R1			Prayer in C (Robin Schulz Radio Edit)	Lilly Wood & The Prick		03:07
Checked	SP1			PRETTY WOMAN	ROY ORBISON	PRETTY WOMAN	02:59
Checked	G1			PRIDE (IN THE NAME OF LOVE)	U2		03:43
Checked	G1			PRIVATE DANCER	Tina Turner		03:55
Checked	R2			PROWADZ MNIE	KASIA KOWALSKA		03:37
Checked	R2			PRÓCZ CIEBIE, NIC	KRZYSZTOF KILJAŃSKI FT. KAYAH		03:34
Checked	CF2			Przezroczysty świat	Kwiat Jabłoni		04:08
Checked	G1			PRZEZYJ TO SAM	LOMBARD		04:58
Checked	CF2			Ptaki (MTV Unplugged)	Krzysztof Zalewski		03:23
Checked	G2			PURPLE RAIN	PRINCE		04:01
Checked	R2			Put Your Records On	Corinne Bailey Rae		03:31
Checked	G2			QUIT PLAYING GAMES	BACKSTREET BOYS		03:51
Checked	G2			RADIO GA GA	Queen		05:36
Checked	R2			RADIO HELLO	ENEJ		03:12
Checked	CF2			Rakieta	BARANOVSKI	Rakieta	03:40
Checked	R2			RAMIĘ W RAMIĘ	VIKI GABOR & KAYAH		03:16
Checked	R1			Rather Be	Clean Bandit		03:43
Checked	R1			REHAB	AMY WINEHOUSE		03:30
Checked	R1			Relax (Take It Easy)	MIKA		03:40
Checked	G2			REMEMBER THE TIME	Michael Jackson		03:58
Checked	G2			RETURN TO INNOCENCE	ENIGMA		04:00
Checked	G2			RHYTHM OF MY HEART	ROD STEWART		03:47
Checked	NB			RIGHT HERE WAITING	RICHARD MARX		04:20
Checked	R1			Riptide	VANCE JOY	Billboard Top 100 of 2022	03:18
Checked	SP2			RIVERS OF BABYLON	BONNEY M		04:09
Checked	G2			ROAD TO MANDALAY	Robbie Williams		03:12
Checked	R1			ROCK DJ	Robbie Williams		04:12
Checked	R1			ROLLING IN THE DEEP	Adele	21	03:45
Checked	R2			ROME WASN'T BUILT IN A DAY	Morcheeba		03:28
Checked	SP1			ROXANNE	The Police		03:03
Checked	G2			RUCHOME PIASKI	KASIA STANKIEWICZ		04:47
Checked	G2			RUN	Lighthouse Family		03:31
Checked	SP2			RUN BACK INTO YOUR ARMS	ROD STEWART		03:24
Checked	G2			RUNAWAY	The Corrs		04:02
Checked	G1			Running Up That Hill (a Deal With God)	KATE BUSH		04:46
Checked	G2			RYSA NA SZKLE	URSZULA		04:12
Checked	R2			S.O.S	KASIA CEREKWICKA		03:21
Checked	SP1			S.O.S.	ABBA		03:09
Checked	G1			Sacrifice	ELTON JOHN		04:55
Checked	R2			Safe And Sound	CAPITAL CITIES		03:09
Checked	SP1			SAILING	ROD STEWART	Atlantic Crossing	04:18
Checked	CF2			samoloty	Dawid Podsiadło & Kaśka Sochacka & ZORZA	samoloty i nadprzestrzenie	04:00
Checked	SP2			SAN FRANCISCO	SCOTT MCKENZIE		02:53
Checked	SP2			SATISFACTION	ROLLING STONES		03:38
Checked	G2			SAVE TONIGHT	EAGLE-EYE CHERRY		03:43
Checked	G2			SAY MY NAME	DESTINY'S CHILD		04:27
Checked	R2			Say You Won't Let Go	James Arthur	Billboard Top 100 Hits 2017	03:24
Checked	G2			SAY YOU, SAY ME	LIONEL RICHIE		03:54
Checked	G2			SCAR TISSUE	RED HOT CHILLI PEPPERS		03:35
Checked	G2			SCENARIUSZ DLA MOICH SASIADOW	MYSLOVITZ		03:10
Checked	G2			Search for the Hero	M People		04:06
Checked	G2			SECRET	Madonna		04:21
Checked	G2			SELF CONTROL	LAURA BRANINGAN		03:58
Checked	G1			Sen	EDYTA BARTOSIEWICZ		03:38
Checked	SP2			SEN O DOLINIE	BUDKA SUFLERA		03:40
Checked	G2			SEN O VICTORII	DZEM		05:39
Checked	SP2			Sen O Warszawie	CZESLAW NIEMEN		03:17
Checked	R1			SET FIRE TO THE RAIN	Adele		03:57
Checked	G2			Seven Days in Sunny June	Jamiroquai		03:54
Checked	R2			SEVEN NATION ARMY	THE WHITE STRIPES		03:49
Checked	R2			SHADOW OF THE DAY	LINKIN PARK		04:15
Checked	R1			SHALLOW (RADIO EDIT)	LADY GAGA &  BRADLEY COOPER		03:30
Checked	R1			Shape of You	Ed Sheeran		03:51
Checked	R2			She Will Be Loved	Maroon 5		04:14
Checked	SP2			She's A Lady	TOM JONES		02:45
Checked	G2			SHE'S THE ONE	Robbie Williams		04:12
Checked	G2			SHINNY HAPPY PEOPLE	R.E.M.	Out of Time	03:40
Checked	SP2			SHOOP SHOOP SONG	CHER		02:44
Checked	G2			Should I Stay or Should I Go	The Clash		02:52
Checked	G2			Shout	TEARS FOR FEARS		03:58
Checked	CF2			Sierpień	BARANOVSKI	Sierpień	02:40
Checked	R2			SING	Travis		03:33
Checked	G2			Sing It Back	Moloko		03:32
Checked	R2			SINGLE LADIES	Beyoncé		03:10
Checked	G1			SKLAMALAM	EDYTA BARTOSIEWICZ		04:53
Checked	G2			SLEDGEHAMMER	Peter Gabriel		04:44
Checked	G2			Sleeping Satellite	Tasmin Archer	Great Expectations	04:30
Checked	G1			SŁODKIEGO MIŁEGO ŻYCIA	KOMBI		04:43
Checked	R2			SŁUCHAM CIĘ W RADIU CO TYDZIEŃ	ANIA KARWAN		03:17
Checked	SP2			SMOKE ON THE WATER	DEEP PURPLE		05:35
Checked	G2			SMOOTH CRIMINAL	Michael Jackson	BAD	04:01
Checked	G1			Smooth Operator	Sade		04:50
Checked	G2			SO YOUNG	The Corrs		04:08
Checked	R1			SOMEBODY THAT I USED TO KNOW	GOTYE & KIMBRA		04:02
Checked	R2			Someone Like You	Adele		04:37
Checked	R2			Someone You Loved	LEWIS CAPALDI	Billboard Top 100 of 2022	02:59
Checked	G2			SOMETHING GOT ME STARTED	Simply Red		03:55
Checked	G2			SOMETHING HAPPENED ON THE WAY TO HEAVEN	Phil Collins	...But Seriously	04:44
Checked	R1			Something Just Like This	Coldplay	Billboard Top 100 of 2022	03:59
Checked	R2			SOMETHING STUPID	ROBBIE WILIAMS & NICOLE KIDMAN		02:44
Checked	G2			SON OF THE BLUE SKY	WILKI		04:05
Checked	SP2			SOUND OF SILENCE	SIMON & GARFUNKEL		03:00
Checked	G2			SPENDING MY TIME	ROXETTE		04:29
Checked	G2			SPIJ KOCHANIE SPIJ	KAYAH		04:30
Checked	R1			SPRZEDAWCY MARZEŃ	MYSLOVITZ		03:45
Checked	SP1			Stand By Me	BEN E. KING		02:46
Checked	G1			Stars	Simply Red		04:05
Checked	SP1			Stayin' Alive	Bee Gees		04:36
Checked	R1			Stitches	SHAWN MENDES	Billboard Usa Top 100 Hits 2016	03:24
Checked	G2			Stokrotka	T.LOVE		04:19
Checked	R2			STOLEN CAR (TAKE ME DANCING)	STING & MYLENE FARMER		03:19
Checked	R2			Stolen Dance	MILKY CHANCE	Sadnecessary	05:04
Checked	R2			STOP THIS FLAME	CELESTE		03:29
Checked	G2			Streets Of Philadelphia	Bruce Springsteen	Philadelphia	04:10
Checked	G2			STUCK IN A MOMENT YOU CAN'T GET OUT OF	U2		04:30
Checked	G2			SUICIDE BLONDE	INXS		03:47
Checked	SP2			SULTANS OF SWING	DIRE STRAITS	DIRE STRAITS	05:40
Checked	G2			SUMMER IN THE CITY	Joe Cocker		03:42
Checked	G2			SUMMER SON	Texas		03:58
Checked	G1			SUPER TROUPER	ABBA		04:05
Checked	G2			SUPERMENKA	KAYAH		03:20
Checked	CF1			Supermoce	IGO & Mrozu & Vito Bambino (Męskie Granie Orkiestra 2023)		03:12
Checked	R1			SUPREME	Robbie Williams		04:08
Checked	CF2			SUPRO	DARIA ZAWIAŁOW	SUPRO	03:31
Checked	R1			SURVIVOR	DESTINY'S CHILD		03:59
Checked	G1			Sweet Dreams (Are Made of This)	Eurythmics		04:45
Checked	G2			SWEETEST TABOO	Sade		04:20
Checked	G2			SZAL	EDYTA BARTOSIEWICZ		03:15
Checked	G2			SZARE MIRAZE	MAANAM		03:29
Checked	G1			Szklana Pogoda	LOMBARD		03:26
Checked	CF2			Szum	Kaśka Sochacka	Szum	03:49
Checked	CF2			Szybkie tempo	Wiktor Dyduła	Szybkie tempo	03:00
Checked	G1			TA SAMA CHWILA	BAJM		04:26
Checked	G2			TACY SAMI	LADY PANK		04:19
Checked	SP2			TAK BARDZO SIE STARALEM	CZERWONE GITARY		02:20
Checked	G1			TAK...TAK...TO JA	OBYWATEL GC		03:35
Checked	G2			Take a Bow	Madonna		05:15
Checked	R2			Take Me to Church	Hozier	Billboard Top 100 of 2022	03:59
Checked	G1			TAKE MY BREATH AWAY	BERLIN		04:03
Checked	G1			Take On Me	a-ha		03:31
Checked	G1			TAKIE TANGO	BUDKA SUFLERA		04:18
Checked	CF1			Tam słońce, gdzie my	Wiktor Dyduła	Tam słońce, gdzie my	03:07
Checked	R1			TAMTA DZIEWCZYNA	SYLWIA GRZESZCZAK		02:51
Checked	G2			TANCZ GLUPIA TANCZ	LADY PANK		04:33
Checked	CF2			TAZOSy	Dawid Podsiadło		03:25
Checked	NB			TEARS IN HEAVEN	ERIC CLAPTON		04:25
Checked	R1			TEGO CHCIALAM	ANIA		02:56
Checked	G2			TELEFONY	REPUBLIKA		04:19
Checked	G2			Tell It To My Heart	TAYLOR DAYNE		03:33
Checked	R2			Testosteron	KAYAH		03:05
Checked	R1			THANK YOU	DIDO		03:29
Checked	G1			THAT DON'T IMPRESS ME MUCH	SHANIA TWAIN		03:51
Checked	R2			The Ballet Girl	Aden Foyer		03:20
Checked	G1			THE BEST	Tina Turner		04:05
Checked	G2			THE BEST OF ME	BRYAN ADAMS		03:27
Checked	CF1			The Door	Teddy Swims	Ive Tried Everything But Therapy (Part 1)	03:30
Checked	G2			THE FINAL COUNTDOWN	EUROPE		03:52
Checked	G1			THE LOOK	ROXETTE		03:52
Checked	G2			THE PASSENGER	IGGY POP		04:36
Checked	G2			THE POWER OF GOOD-BYE	Madonna		04:08
Checked	R2			THE REASON	HOOBASTANK		03:50
Checked	G1			THE RIVER OF DREAMS	BILLY JOEL		03:49
Checked	R2			THE SCIENTIST	Coldplay		04:23
Checked	G2			THE SHOW MUST GO ON	Queen		04:01
Checked	G1			THE SIGN	ACE OF BASE		03:06
Checked	G2			THE SIMPLE THINGS	Joe Cocker		04:36
Checked	R2			THE SKY IS A NEIGHBORHOOD	FOO FIGHTERS		04:03
Checked	G2			THE WAY IT IS	BRUCE HORNSBY	The Way It Is	04:14
Checked	G2			THE WINNER TAKES IT ALL	ABBA		04:47
Checked	R2			THE ZEPHYR SONG	RED HOT CHILLI PEPPERS		03:48
Checked	R1			There's Nothing Holdin' Me Back	SHAWN MENDES	Billboard Top 100 of 2022	03:17
Checked	R2			Thinking Out Loud	Ed Sheeran		03:46
Checked	R2			This Girl (Kungs Vs. Cookin' On 3 Burners)	KUNGS VS. COOKIN' ON 3 BURNERS		03:13
Checked	R1			THIS IS THE LIFE	AMY MACDONALD	This Is the Life	03:03
Checked	R1			THIS LOVE	Maroon 5		03:22
Checked	G2			THRILLER	Michael Jackson		05:10
Checked	G1			Time After Time	CYNDI LAUPER		03:50
Checked	SP2			Tiny Dancer	ELTON JOHN		06:11
Checked	CF2			To bardzo ziemskie	Męskie Granie Orkiestra		03:19
Checked	G1			TO BE WITH YOU	Mr. Big	Lean into It	03:17
Checked	CF1			To Co Masz Ty!	Dawid Podsiadło	Lata Dwudzieste	03:31
Checked	R2			TO CO NAM BYŁO	RED LIPS		03:29
Checked	R2			TO JUZ BYLO	MARYLA RODOWICZ		04:08
Checked	G1			TO NIE JA	EDYTA GORNIAK		02:59
Checked	G2			TO THE MOON AND BACK	Savage Garden		04:09
Checked	SP2			TO TYLKO TANGO	MAANAM		02:28
Checked	G2			TOGETHER AGAIN	Janet Jackson		04:02
Checked	NB			TOLERANCJA/NA MILY BOG	SOYKA		03:50
Checked	G2			TOM'S DINER	SUZANNE VEGA		03:40
Checked	R2			Too Good at Goodbyes	Sam Smith		03:20
Checked	G2			TOO MUCH LOVE WILL KILL YOU	BRIAN MAY		04:00
Checked	CF1			Too Sweet	Hozier	Unheard	04:06
Checked	G1			Torn	Natalie Imbruglia		03:57
Checked	G2			TOTAL ECLIPSE OF THE HEART	BONNIE TYLER		04:20
Checked	SP1			TRAGEDY	Bee Gees		04:55
Checked	R2			Tragikomedia	MELA KOTELUK		03:43
Checked	CF1			Training Season	Dua Lipa	Training Season	03:28
Checked	R1			TROFEA	Dawid Podsiadło		03:44
Checked	R2			TROUBLE	Coldplay		04:26
Checked	R1			TRÓJKĄTY I KWADRATY	Dawid Podsiadło		03:58
Checked	R1			TRUDNO TAK (RAZEM BYC NAM ZE SOBA...)	KRZYSZTOF KRAWCZYK & EDYTA BARTOSIEWICZ		04:20
Checked	G2			TRUE	Spandau Ballet		05:26
Checked	G2			TRUE COLORS	Phil Collins		04:21
Checked	G1			TRULY MADLY DEEPLY	Savage Garden		04:28
Checked	R2			TRY	Nelly Furtado		03:45
Checked	G1			TUBTHUMPING	CHUMBAWAMBA		03:24
Checked	SP1			TWIST AND SHOUT	THE BEATLES		02:30
Checked	G2			TWO HEARTS	Phil Collins		03:17
Checked	G2			Two Princes	Spin Doctors		04:10
Checked	G2			TWOJE RADIO	BUDKA SUFLERA		05:02
Checked	SP1			TYLE SLONCA W CALYM MIESCIE	ANNA JANTAR		02:54
Checked	G2			TYLKO BLEKIT	MAREK KOSCIKIEWICZ		04:10
Checked	SP2			TYP NIEPOKORNY	STACHURSKY		03:35
Checked	R1			UMBRELLA	RIHANNA & JAY-Z		04:26
Checked	G2			Un-Break My Heart	Toni Braxton		04:22
Checked	G2			UNCHAIN MY HEART	Joe Cocker		05:00
Checked	G1			UNDER PRESSURE	QUEEN & DAVID BOWIE	HOT SPACE	03:46
Checked	G2			UNDER THE BRIDGE	RED HOT CHILLI PEPPERS		04:21
Checked	R1			Unstoppable	Sia	This Is Acting	03:33
Checked	R2			Until I Found You	Stephen Sanchez	Billboard Top 100 of 2022	02:49
